id,true,pred,conf,lime_score,lime_runtime_sec,faithfulness,sufficiency,comprehensiveness
79,entailment,entailment,0.99072265625,0.6665787146826134,32.23193119998905,0.06103515625,0.96533203125,0.06103515625
80,contradiction,neutral,0.70361328125,0.7902064089827712,29.745469299989054,0.28466796875,0.48828125,0.28466796875
81,neutral,neutral,0.982421875,0.6322939091351811,43.78057869998156,0.90771484375,0.267333984375,0.90771484375
82,neutral,neutral,0.84716796875,0.7005677422568373,34.71680649998598,0.80126953125,0.890625,0.80126953125
83,entailment,entailment,0.99072265625,0.5483650158391675,40.77826930000447,0.1669921875,0.06622314453125,0.1669921875
84,entailment,entailment,0.9921875,0.6409954710131427,40.79328610000084,0.05224609375,0.78662109375,0.05224609375
85,entailment,entailment,0.97802734375,0.7451858207099358,32.239194900001166,0.0634765625,0.94873046875,0.0634765625
86,entailment,entailment,0.99072265625,0.7078710647604343,38.62139789998764,0.13134765625,0.97509765625,0.13134765625
87,entailment,entailment,0.87939453125,0.9232077900385021,42.520398000022396,0.435791015625,0.966796875,0.435791015625
88,entailment,entailment,0.78369140625,0.8526425874563562,34.64334000000963,0.02685546875,0.26318359375,0.02685546875
89,contradiction,contradiction,0.9990234375,0.8322772585465811,27.081081300013466,0.43359375,0.9990234375,0.43359375
90,neutral,neutral,0.9970703125,0.8803361163355632,26.020641999988584,0.59765625,0.892578125,0.59765625
91,entailment,entailment,0.984375,0.7451713493840608,28.742308099986985,0.04736328125,0.96728515625,0.04736328125
92,entailment,entailment,0.97998046875,0.8803649717625432,27.131624100002227,0.02685546875,0.94775390625,0.02685546875
93,entailment,entailment,0.9892578125,0.7365738372399581,29.599323000002187,0.0283203125,0.56005859375,0.0283203125
94,neutral,neutral,0.99755859375,0.945197352176361,23.4444481000246,0.865234375,0.91650390625,0.865234375
95,contradiction,contradiction,0.9970703125,0.6593137219343516,46.24342610000167,0.13525390625,0.94384765625,0.13525390625
96,neutral,neutral,0.72607421875,0.8926227944756745,29.59744729998056,0.53515625,0.37353515625,0.53515625
97,entailment,entailment,0.98193359375,0.7472725935468767,24.641760999977123,0.13427734375,0.8984375,0.13427734375
98,contradiction,contradiction,0.9990234375,0.6367984837831462,42.60137270000996,0.00244140625,0.90625,0.00244140625
99,neutral,entailment,0.79443359375,0.7881206087496284,32.312564799998654,-0.00146484375,0.60302734375,-0.00146484375
100,neutral,neutral,0.9970703125,0.6488347734387292,45.24813859999995,0.849609375,0.7080078125,0.849609375
101,neutral,neutral,0.98583984375,0.7693446013406996,37.295344799989834,0.6494140625,0.064208984375,0.6494140625
102,neutral,neutral,0.99755859375,0.4890804335417043,34.69287480000639,0.0,0.95654296875,0.0
103,neutral,neutral,0.88671875,0.8075473236838868,32.183029900013935,0.25341796875,0.2188720703125,0.25341796875
104,contradiction,contradiction,0.99853515625,0.7675535607725916,36.00854260000051,-0.00048828125,0.81396484375,-0.00048828125
105,contradiction,contradiction,0.849609375,0.6356536438855306,25.83705229999032,0.455322265625,0.086669921875,0.455322265625
106,neutral,neutral,0.9970703125,0.6190768783344348,38.685620500007644,0.00146484375,0.1666259765625,0.00146484375
107,neutral,neutral,0.9921875,0.9472634137129673,39.762315399973886,0.00927734375,0.1976318359375,0.00927734375
108,neutral,neutral,0.96630859375,0.9287970723555368,25.91226569999708,0.84375,0.93994140625,0.84375
109,entailment,entailment,0.9912109375,0.7587256774989404,32.1603546999977,0.2041015625,0.96337890625,0.2041015625
110,entailment,entailment,0.986328125,0.7501299001303047,32.357938200002536,0.5595703125,0.9384765625,0.5595703125
111,entailment,neutral,0.65185546875,0.7399318769820862,21.12498619998223,0.58642578125,0.06219482421875,0.58642578125
112,contradiction,contradiction,0.9990234375,0.8199010535551825,34.76696939999238,0.0009765625,0.027313232421875,0.0009765625
113,entailment,entailment,0.9677734375,0.7159917475930195,31.09019790001912,-0.0126953125,0.580078125,-0.0126953125
114,entailment,entailment,0.58056640625,0.48771200129257664,45.107962699985364,-0.16943359375,0.9267578125,-0.16943359375
115,contradiction,contradiction,0.99853515625,0.685800350832962,22.144950200017774,0.98681640625,0.71240234375,0.98681640625
116,contradiction,contradiction,0.99609375,0.7108638611907203,31.11569169998984,0.28076171875,0.99658203125,0.28076171875
117,neutral,neutral,0.5302734375,0.40256343287990626,25.938341800007038,0.0400390625,0.607421875,0.0400390625
118,entailment,entailment,0.9814453125,0.7057859921031369,25.947824200004106,0.04150390625,0.98193359375,0.04150390625
119,entailment,entailment,0.99072265625,0.7287816567729567,23.442834800021956,0.01025390625,0.91015625,0.01025390625
120,contradiction,contradiction,0.9931640625,0.7590842747245812,33.73171360002016,-0.0029296875,0.0015897750854492188,-0.0029296875
121,contradiction,contradiction,0.9970703125,0.6276917591463276,46.295923700003186,0.97998046875,0.96875,0.97998046875
122,neutral,neutral,0.99609375,0.6868607786883415,54.34962280001491,0.0693359375,0.501953125,0.0693359375
123,contradiction,contradiction,0.99462890625,0.4295193595628548,27.11026420001872,0.04541015625,0.002071380615234375,0.04541015625
124,neutral,neutral,0.85302734375,0.8973959170676599,42.53774200001499,-0.02783203125,0.43798828125,-0.02783203125
125,entailment,entailment,0.9345703125,0.771016800253981,42.534439700015355,0.2158203125,0.82568359375,0.2158203125
126,neutral,entailment,0.99267578125,0.7936680085240431,36.000471299979836,0.03125,0.83935546875,0.03125
127,neutral,neutral,0.73193359375,0.8302504440067296,25.89135710001574,0.490234375,0.81494140625,0.490234375
128,entailment,entailment,0.99267578125,0.6638149898159129,34.69342480000341,0.16796875,0.89990234375,0.16796875
129,contradiction,contradiction,0.9951171875,0.8008734039185218,34.68467360001523,0.927734375,0.322021484375,0.927734375
130,contradiction,neutral,0.99755859375,0.7934604840343131,36.150149399996735,0.8583984375,0.9970703125,0.8583984375
131,entailment,entailment,0.9921875,0.7830657126352129,40.07664939999813,0.0126953125,0.82763671875,0.0126953125
132,entailment,entailment,0.99072265625,0.764813497330905,34.7838056999899,0.06005859375,0.9365234375,0.06005859375
133,contradiction,contradiction,0.99951171875,0.48655301214684155,27.13907360000303,0.04296875,0.998046875,0.04296875
134,contradiction,contradiction,0.783203125,0.6494331808194218,25.94693139998708,0.471435546875,0.97900390625,0.471435546875
135,neutral,neutral,0.9970703125,0.7959161215227912,45.09529759999714,0.9892578125,0.9736328125,0.9892578125
136,neutral,entailment,0.51611328125,0.8045528085510685,31.128487000009045,0.217529296875,0.59228515625,0.217529296875
137,contradiction,contradiction,0.96533203125,0.5583244526400781,38.75120729999617,-0.03125,0.794921875,-0.03125
138,contradiction,contradiction,0.9990234375,0.6542038885983646,38.76496800000314,0.45703125,0.99267578125,0.45703125
139,entailment,entailment,0.990234375,0.7819387761644657,23.46365199997672,0.25537109375,0.9345703125,0.25537109375
140,entailment,entailment,0.95654296875,0.7856996710805544,28.744694900000468,0.0849609375,0.72412109375,0.0849609375
141,neutral,neutral,0.99755859375,0.6553411974327765,39.978464999992866,0.58056640625,0.36962890625,0.58056640625
142,entailment,entailment,0.98779296875,0.7838910043296564,27.09614199999487,0.0576171875,0.84765625,0.0576171875
143,entailment,entailment,0.9873046875,0.723095777426009,39.79005149999284,0.078125,0.93603515625,0.078125
144,contradiction,entailment,0.63525390625,0.41552701685602333,54.248108800005866,0.21142578125,0.81884765625,0.21142578125
145,entailment,entailment,0.990234375,0.6553719694355136,39.829190300020855,0.00927734375,0.92919921875,0.00927734375
146,entailment,entailment,0.990234375,0.778750193808264,28.52632740000263,0.298828125,0.96923828125,0.298828125
147,contradiction,contradiction,0.99755859375,0.6281545398600296,25.89950050000334,0.9326171875,0.9619140625,0.9326171875
148,entailment,entailment,0.98828125,0.6046309894134394,30.985488400008762,0.46826171875,0.96875,0.46826171875
149,neutral,neutral,0.99755859375,0.6158712829492503,54.260729500005255,0.001953125,0.8447265625,0.001953125
150,neutral,contradiction,0.85546875,0.6664968907923966,22.27037830001791,0.82275390625,0.001983642578125,0.82275390625
151,contradiction,contradiction,0.9951171875,0.50801267246102,41.00152920000255,-0.00146484375,0.42138671875,-0.00146484375
152,entailment,entailment,0.9892578125,0.6897378037906223,31.14544379999279,0.044921875,0.859375,0.044921875
153,neutral,neutral,0.9931640625,0.9468710152010061,25.91009010002017,0.9853515625,0.99169921875,0.9853515625
154,entailment,entailment,0.994140625,0.7011415079437264,38.79512359999353,0.00048828125,0.9482421875,0.00048828125
155,entailment,entailment,0.99267578125,0.7079988515828022,25.907456000015372,0.021484375,0.87109375,0.021484375
156,entailment,entailment,0.99072265625,0.624731053149931,33.65100449998863,0.07958984375,0.96533203125,0.07958984375
157,neutral,neutral,0.978515625,0.7463740820783924,24.608947700005956,0.7001953125,0.50341796875,0.7001953125
158,neutral,neutral,0.99755859375,0.6544462835949632,64.83162899999297,0.0,0.6181640625,0.0
159,entailment,entailment,0.9775390625,0.7523237563790063,48.78528029998415,0.259765625,0.9599609375,0.259765625
160,entailment,entailment,0.99267578125,0.7664764019262886,26.043535099975998,0.3095703125,0.97705078125,0.3095703125
161,neutral,entailment,0.88525390625,0.8509366297246937,24.77981869998621,0.01123046875,0.78564453125,0.01123046875
162,entailment,entailment,0.994140625,0.6134165598164876,32.28760839998722,0.01953125,0.9658203125,0.01953125
163,entailment,entailment,0.65380859375,0.7270999961149167,37.29049149999628,0.2138671875,0.6494140625,0.2138671875
164,entailment,entailment,0.9853515625,0.6982498393042272,40.90644240000984,0.6376953125,0.98681640625,0.6376953125
165,contradiction,contradiction,0.99951171875,0.8560164147646008,34.75531750000664,0.00927734375,0.298583984375,0.00927734375
166,contradiction,contradiction,0.931640625,0.8111452046731953,28.619412900006864,0.876953125,0.96484375,0.876953125
167,contradiction,contradiction,0.99853515625,0.5231555723293784,39.92646160000004,0.9853515625,0.84814453125,0.9853515625
168,entailment,entailment,0.98291015625,0.8168945483384381,22.1639986000082,0.09716796875,0.93212890625,0.09716796875
169,neutral,neutral,0.962890625,0.8032526454128804,40.90697859998909,0.001953125,0.28125,0.001953125
170,neutral,neutral,0.98681640625,0.7839494047369032,31.246872399991844,0.05029296875,0.45849609375,0.05029296875
171,contradiction,contradiction,0.99755859375,0.5735793443974997,39.903509299998404,0.6923828125,0.98193359375,0.6923828125
172,entailment,entailment,0.927734375,0.7023825890232368,32.263805599999614,0.095703125,0.970703125,0.095703125
173,neutral,neutral,0.9765625,0.8493870029858837,29.471328800020274,0.9228515625,0.94384765625,0.9228515625
174,contradiction,contradiction,0.99853515625,0.4579868552638251,23.420291299989913,0.005859375,0.99853515625,0.005859375
175,contradiction,neutral,0.96875,0.6683101277271557,32.20851159997983,0.93505859375,0.58447265625,0.93505859375
176,neutral,entailment,0.53515625,0.724652946048623,53.013239200023236,-0.23681640625,0.495849609375,-0.23681640625
177,neutral,neutral,0.99755859375,0.646624329967237,30.986628899991047,0.0009765625,0.98681640625,0.0009765625
178,entailment,entailment,0.81884765625,0.7284482024291142,27.118504300015047,-0.11865234375,0.2071533203125,-0.11865234375
179,neutral,neutral,0.99755859375,0.6827627029450276,29.472320100001525,0.05615234375,0.232177734375,0.05615234375
180,contradiction,entailment,0.89599609375,0.8299108477738,27.263765199983027,0.5439453125,0.94677734375,0.5439453125
181,entailment,entailment,0.98095703125,0.7508210514729259,40.00148629999603,0.017578125,0.53369140625,0.017578125
182,neutral,neutral,0.9951171875,0.6815896415187652,37.30003209999995,0.8515625,0.607421875,0.8515625
183,entailment,entailment,0.50244140625,0.7994341644811689,29.56042900000466,-0.42236328125,0.3798828125,-0.42236328125
184,neutral,neutral,0.5107421875,0.4571832692077271,37.289051800005836,0.0888671875,0.101318359375,0.0888671875
185,entailment,entailment,0.97509765625,0.6695282829916425,24.594663399999263,0.2431640625,0.9599609375,0.2431640625
186,neutral,neutral,0.94921875,0.7159449432338085,76.03730980001274,-0.02783203125,0.4619140625,-0.02783203125
187,entailment,entailment,0.99365234375,0.7545986344079961,33.62916090001818,0.02880859375,0.86767578125,0.02880859375
188,neutral,neutral,0.94921875,0.8322733974836934,45.09439850001945,0.892578125,0.96533203125,0.892578125
189,contradiction,contradiction,0.99951171875,0.6538288496505753,27.11126299999887,0.98876953125,0.9990234375,0.98876953125
190,neutral,neutral,0.9970703125,0.9648708007330488,23.60743380000349,0.0185546875,0.012176513671875,0.0185546875
191,entailment,entailment,0.96826171875,0.7645869181846838,27.248582300002454,0.04443359375,0.88525390625,0.04443359375
192,neutral,neutral,0.9970703125,0.8379537006697063,31.0500844999915,0.0009765625,0.154296875,0.0009765625
193,entailment,entailment,0.9697265625,0.6807225463179838,48.64951009998913,0.572265625,0.85693359375,0.572265625
194,entailment,entailment,0.96533203125,0.8534647621157214,37.205127200024435,0.5986328125,0.98291015625,0.5986328125
195,entailment,entailment,0.986328125,0.6971236863976249,27.095019900007173,0.13916015625,0.9853515625,0.13916015625
196,entailment,entailment,0.99267578125,0.7718892961862136,42.53240929997992,0.05078125,0.974609375,0.05078125
197,entailment,entailment,0.99267578125,0.7630648037618148,27.097046500013676,0.07763671875,0.9736328125,0.07763671875
198,entailment,entailment,0.98779296875,0.6650883215043006,46.13166670000646,0.8564453125,0.974609375,0.8564453125
199,entailment,entailment,0.99365234375,0.6315501644208321,69.33042949999799,0.01904296875,0.95751953125,0.01904296875
200,entailment,entailment,0.99365234375,0.44229609181945495,48.8320151999942,0.1728515625,0.95947265625,0.1728515625
201,neutral,entailment,0.8408203125,0.9434626195695844,33.69898240000475,-0.07080078125,0.5078125,-0.07080078125
202,neutral,neutral,0.99755859375,0.5978253990018122,39.79902299999958,0.302734375,0.96044921875,0.302734375
203,neutral,neutral,0.95751953125,0.5701820082163375,31.05304780000006,0.642578125,0.351806640625,0.642578125
204,contradiction,contradiction,0.95947265625,0.5257796227016105,40.78059579999535,0.1494140625,0.59326171875,0.1494140625
205,contradiction,contradiction,0.51904296875,0.5881575874914842,27.087436500005424,-0.474609375,0.0058135986328125,-0.474609375
206,neutral,neutral,0.76806640625,0.9517179359911145,37.145251300011296,0.626953125,0.7822265625,0.626953125
207,contradiction,neutral,0.978515625,0.4576987512258689,52.96718530001817,-0.01708984375,0.64306640625,-0.01708984375
208,contradiction,contradiction,0.99365234375,0.4621021145761929,37.19834999999148,-0.0029296875,0.703125,-0.0029296875
209,entailment,entailment,0.98779296875,0.7200431016277444,46.10653220000677,0.3984375,0.84033203125,0.3984375
210,neutral,neutral,0.99755859375,0.6166709641295084,40.07153970000218,0.57421875,0.99462890625,0.57421875
211,neutral,neutral,0.8564453125,0.5951218946575656,45.25220740001532,0.64697265625,0.216064453125,0.64697265625
212,neutral,neutral,0.990234375,0.8667764608514595,27.081050200009486,0.947265625,0.6796875,0.947265625
213,entailment,entailment,0.8916015625,0.785532027817775,27.157245099981083,0.0,0.0,0.0
214,entailment,entailment,0.8193359375,0.5910475173072054,37.21210840001004,0.5341796875,0.931640625,0.5341796875
215,neutral,neutral,0.99755859375,0.6376343953627243,55.76993010001024,0.25048828125,0.93115234375,0.25048828125
216,neutral,neutral,0.818359375,0.7000145750478679,25.934881599998334,-0.1552734375,0.05755615234375,-0.1552734375
217,contradiction,contradiction,0.9990234375,0.5059682077073375,27.15476380000473,0.00830078125,0.98828125,0.00830078125
218,neutral,entailment,0.88623046875,0.7663414011880818,33.56541040001321,0.0390625,0.7119140625,0.0390625
219,entailment,entailment,0.984375,0.8107677540998991,38.758761799981585,0.123046875,0.7890625,0.123046875
220,contradiction,contradiction,0.99951171875,0.508926635505262,31.27307200001087,0.99609375,0.99609375,0.99609375
221,neutral,neutral,0.99609375,0.4739412018503214,34.86441320000449,0.0009765625,0.85546875,0.0009765625
222,neutral,neutral,0.9970703125,0.8661687116625469,31.11979659998906,0.32275390625,0.01776123046875,0.32275390625
223,contradiction,neutral,0.99169921875,0.7768980304631139,36.040880499989726,0.05322265625,0.69580078125,0.05322265625
224,contradiction,contradiction,0.97900390625,0.8635035115543505,32.3366740999918,0.00146484375,0.09527587890625,0.00146484375
225,entailment,entailment,0.990234375,0.7166233755647318,32.27266149999923,0.15087890625,0.984375,0.15087890625
226,contradiction,contradiction,0.96435546875,0.6206281257563989,25.961465899978066,0.779296875,0.78125,0.779296875
227,entailment,entailment,0.98583984375,0.5720739539005884,45.07220740002231,0.009765625,0.943359375,0.009765625
228,entailment,entailment,0.6884765625,0.4746428088130421,33.64646379998885,0.05419921875,0.00420379638671875,0.05419921875
229,contradiction,neutral,0.716796875,0.5400278056474401,36.040107499982696,-0.2119140625,0.0128631591796875,-0.2119140625
230,neutral,neutral,0.99755859375,0.8234299968984446,36.20309759999509,0.322265625,0.60546875,0.322265625
231,contradiction,contradiction,0.99462890625,0.5484161189776294,38.909572400007164,-0.00146484375,0.73583984375,-0.00146484375
232,contradiction,contradiction,0.9873046875,0.3699728575216358,42.59465230000205,0.489501953125,0.6650390625,0.489501953125
233,neutral,neutral,0.99755859375,0.625367511877129,92.48013229999924,0.0,0.630859375,0.0
234,contradiction,contradiction,0.99462890625,0.554321013420558,28.619914100010647,-0.00146484375,0.95068359375,-0.00146484375
235,contradiction,contradiction,0.9033203125,0.7474211167592728,48.75810409997939,0.06787109375,0.1297607421875,0.06787109375
236,entailment,entailment,0.97412109375,0.4733165026368883,54.52339749998646,0.060546875,0.038970947265625,0.060546875
237,contradiction,contradiction,0.9365234375,0.5810113870362978,43.799262299988186,0.69091796875,0.0030460357666015625,0.69091796875
238,neutral,neutral,0.9970703125,0.6028782247723878,31.11650170001667,0.02294921875,0.998046875,0.02294921875
239,contradiction,contradiction,0.99365234375,0.6943592530355444,31.10019420000026,0.166015625,0.5693359375,0.166015625
240,contradiction,entailment,0.9765625,0.7069015430675507,27.27304179998464,0.05126953125,0.87451171875,0.05126953125
241,contradiction,contradiction,0.97998046875,0.5304426905349573,33.67572430000291,0.9462890625,0.87646484375,0.9462890625
242,entailment,entailment,0.9765625,0.7007988295792761,40.78554690000601,0.47900390625,0.7509765625,0.47900390625
243,neutral,neutral,0.99609375,0.6933461091488504,37.188131900009466,0.4912109375,0.9423828125,0.4912109375
244,entailment,entailment,0.98974609375,0.7345224797960594,27.059118199977092,0.0703125,0.935546875,0.0703125
245,neutral,neutral,0.9970703125,0.7661749032193266,29.545611699984875,-0.00048828125,0.01451873779296875,-0.00048828125
246,contradiction,contradiction,0.98779296875,0.6374724664690783,38.63005609999527,0.16796875,0.0592041015625,0.16796875
247,contradiction,neutral,0.98876953125,0.840409504221436,42.48836360001587,0.95751953125,0.47314453125,0.95751953125
248,contradiction,contradiction,0.9970703125,0.8643149029397238,32.244605899992166,0.80126953125,0.99462890625,0.80126953125
249,neutral,neutral,0.99658203125,0.7825758872440602,35.937271200004034,0.02880859375,0.2705078125,0.02880859375
250,neutral,entailment,0.97607421875,0.8135608999800438,34.89477210000041,0.09130859375,0.765625,0.09130859375
251,contradiction,contradiction,0.99072265625,0.6089711564417124,32.4110979999823,0.5615234375,0.93994140625,0.5615234375
252,entailment,entailment,0.86865234375,0.8656939458189672,31.14732180000283,0.34033203125,0.91845703125,0.34033203125
253,entailment,entailment,0.9853515625,0.678632284775069,45.07420030000503,0.15771484375,0.93701171875,0.15771484375
